,date,value,state
30,1991-07-01,25743858,CO
31,1991-10-01,26674267,CO
32,1992-01-01,26937107,CO
33,1992-04-01,27116097,CO
34,1992-07-01,27485072,CO
35,1992-10-01,28390584,CO
36,1993-01-01,30776571,CO
37,1993-04-01,30985058,CO
38,1993-07-01,31745033,CO
39,1993-10-01,33414003,CO
40,1994-01-01,33898510,CO
41,1994-04-01,34485405,CO
42,1994-07-01,35122514,CO
43,1994-10-01,35264727,CO
44,1995-01-01,34642657,CO
45,1995-04-01,34742910,CO
46,1995-07-01,35133121,CO
47,1995-10-01,36099394,CO
48,1996-01-01,36195782,CO
49,1996-04-01,36627784,CO
50,1996-07-01,37377630,CO
51,1996-10-01,39060303,CO
52,1997-01-01,39715454,CO
53,1997-04-01,30367192,CO
54,1997-07-01,31157229,CO
55,1997-10-01,32235602,CO
56,1998-01-01,32886561,CO
57,1998-04-01,33854571,CO
58,1998-07-01,35024442,CO
59,1998-10-01,36256675,CO
60,1999-01-01,35647046,CO
61,1999-04-01,37242598,CO
62,1999-07-01,38313905,CO
63,1999-10-01,40057702,CO
64,2000-01-01,41678652,CO
65,2000-04-01,43282277,CO
66,2000-07-01,42614053,CO
67,2000-10-01,44129778,CO
68,2001-01-01,44034244,CO
69,2001-04-01,45176446,CO
70,2001-07-01,46343404,CO
71,2001-10-01,47955254,CO
72,2002-01-01,49065473,CO
73,2002-04-01,49986983,CO
74,2002-07-01,46520456,CO
75,2002-10-01,46990323,CO
76,2003-01-01,46064326,CO
77,2003-04-01,45647429,CO
78,2003-07-01,45821086,CO
79,2003-10-01,31727850,CO
80,2004-01-01,32618752,CO
81,2004-04-01,33957530,CO
82,2004-07-01,34998121,CO
83,2004-10-01,35851063,CO
84,2005-01-01,36693063,CO
85,2005-04-01,37616026,CO
86,2005-07-01,38757873,CO
87,2005-10-01,39776638,CO
88,2006-01-01,40489621,CO
89,2006-04-01,41631340,CO
90,2006-07-01,41619925,CO
91,2006-10-01,42784820,CO
92,2007-01-01,43159622,CO
93,2007-04-01,44486752,CO
94,2007-07-01,45704228,CO
95,2007-10-01,46500871,CO
96,2008-01-01,47149146,CO
97,2008-04-01,48408392,CO
98,2008-07-01,47897442,CO
99,2008-10-01,48283056,CO
100,2009-01-01,48564723,CO
101,2009-04-01,47483801,CO
102,2009-07-01,47398149,CO
103,2009-10-01,47426466,CO
104,2010-01-01,47401014,CO
105,2010-04-01,47390764,CO
106,2010-07-01,45286777,CO
107,2010-10-01,45444091,CO
108,2011-01-01,42839268,CO
109,2011-04-01,43142559,CO
110,2011-07-01,41746714,CO
111,2011-10-01,40612936,CO
112,2012-01-01,41009828,CO
113,2012-04-01,41359966,CO
114,2012-07-01,41751872,CO
115,2012-10-01,41165727,CO
116,2013-01-01,41638316,CO
117,2013-04-01,41782801,CO
118,2013-07-01,42200181,CO
119,2013-10-01,42081505,CO
120,2014-01-01,42581247,CO
0,1984-01-01,18806074,CT
1,1984-04-01,19166856,CT
2,1984-07-01,19915087,CT
3,1984-10-01,20639121,CT
4,1985-01-01,21659327,CT
5,1985-04-01,22337861,CT
6,1985-07-01,22651726,CT
7,1985-10-01,23894394,CT
8,1986-01-01,24977209,CT
9,1986-04-01,25588379,CT
10,1986-07-01,27529182,CT
11,1986-10-01,29327183,CT
12,1987-01-01,30495680,CT
13,1987-04-01,32263693,CT
14,1987-07-01,32947421,CT
15,1987-10-01,33989401,CT
16,1988-01-01,35127317,CT
17,1988-04-01,36168939,CT
18,1988-07-01,36776585,CT
19,1988-10-01,37819726,CT
20,1989-01-01,38785048,CT
21,1989-04-01,39384233,CT
22,1989-07-01,39946975,CT
23,1989-10-01,40125078,CT
24,1990-01-01,37788361,CT
25,1990-04-01,37617437,CT
26,1990-07-01,37668499,CT
27,1990-10-01,36630012,CT
28,1991-01-01,35334110,CT
29,1991-04-01,34204024,CT
30,1991-07-01,30578888,CT
31,1991-10-01,32597934,CT
32,1992-01-01,31956374,CT
33,1992-04-01,31582806,CT
34,1992-07-01,31317307,CT
35,1992-10-01,31285004,CT
36,1993-01-01,31740816,CT
37,1993-04-01,32245626,CT
38,1993-07-01,30658031,CT
39,1993-10-01,31886115,CT
40,1994-01-01,32539296,CT
41,1994-04-01,34221167,CT
42,1994-07-01,34782335,CT
43,1994-10-01,33915000,CT
44,1995-01-01,35411122,CT
45,1995-04-01,33421036,CT
46,1995-07-01,32854551,CT
47,1995-10-01,32549439,CT
48,1996-01-01,30575062,CT
49,1996-04-01,7971542,CT
50,1996-07-01,7985785,CT
51,1996-10-01,9177435,CT
52,1997-01-01,10632664,CT
53,1997-04-01,10620605,CT
54,1997-07-01,4659400,CT
55,1997-10-01,4770361,CT
56,1998-01-01,4766671,CT
57,1998-04-01,5140506,CT
58,1998-07-01,6412071,CT
59,1998-10-01,6497598,CT
60,1999-01-01,3813219,CT
61,1999-04-01,3595667,CT
62,1999-07-01,3680874,CT
63,1999-10-01,3072427,CT
64,2000-01-01,3190991,CT
65,2000-04-01,2743561,CT
66,2000-07-01,3146577,CT
67,2000-10-01,3299781,CT
68,2001-01-01,3467794,CT
69,2001-04-01,3700689,CT
70,2001-07-01,4029734,CT
71,2001-10-01,4241875,CT
72,2002-01-01,4414028,CT
73,2002-04-01,4218297,CT
74,2002-07-01,3661474,CT
75,2002-10-01,3753031,CT
76,2003-01-01,3844755,CT
77,2003-04-01,4708346,CT
78,2003-07-01,5226321,CT
79,2003-10-01,5534899,CT
80,2004-01-01,6381024,CT
81,2004-04-01,22988272,CT
82,2004-07-01,24013443,CT
83,2004-10-01,24093556,CT
84,2005-01-01,23931918,CT
85,2005-04-01,24905734,CT
86,2005-07-01,25354957,CT
87,2005-10-01,25753603,CT
88,2006-01-01,22165031,CT
89,2006-04-01,22560499,CT
90,2006-07-01,22657411,CT
91,2006-10-01,22642806,CT
92,2007-01-01,21876318,CT
93,2007-04-01,22086403,CT
94,2007-07-01,21653307,CT
95,2007-10-01,23852796,CT
96,2008-01-01,23464320,CT
97,2008-04-01,23816512,CT
98,2008-07-01,24190999,CT
99,2008-10-01,24647199,CT
100,2009-01-01,24970730,CT
101,2009-04-01,25272235,CT
102,2009-07-01,25450948,CT
103,2009-10-01,25519121,CT
104,2010-01-01,25848636,CT
105,2010-04-01,25570795,CT
106,2010-07-01,25424116,CT
107,2010-10-01,25151753,CT
108,2011-01-01,25353939,CT
109,2011-04-01,25356775,CT
110,2011-07-01,25555670,CT
111,2011-10-01,26114238,CT
112,2012-01-01,26648716,CT
113,2012-04-01,26645987,CT
114,2012-07-01,27087012,CT
115,2012-10-01,26698178,CT
116,2013-01-01,26991159,CT
117,2013-04-01,24249304,CT
118,2013-07-01,24626265,CT
119,2013-10-01,24877879,CT
120,2014-01-01,25363767,CT
0,1984-01-01,12934473,DE
1,1984-04-01,13973129,DE
2,1984-07-01,15412659,DE
3,1984-10-01,17211013,DE
4,1985-01-01,18702532,DE
5,1985-04-01,20179418,DE
6,1985-07-01,21536622,DE
7,1985-10-01,24083050,DE
8,1986-01-01,27226217,DE
